year,round,team,points,w,d,l,gf,ga,gd,position
2021,4,Santos,4,1,1,2,3,5,-2,13
2021,4,Internacional,4,1,1,2,4,8,-4,14
2021,4,Cuiaba,3,0,3,1,4,5,-1,15
2021,4,Sao Paulo,2,0,2,2,1,4,-3,16
2021,4,Chapecoense,2,0,2,2,2,7,-5,17
2021,4,Juventude,2,0,2,2,2,8,-6,18
2021,4,Gremio,1,0,1,3,4,7,-3,19
2021,4,America-MG,1,0,1,3,0,4,-4,20
2021,5,Athletico-PR,12,4,0,1,8,3,5,1
2021,5,Fortaleza,11,3,2,0,9,3,6,2
2021,5,Bragantino,11,3,2,0,13,8,5,3
2021,5,Palmeiras,10,3,1,1,9,4,5,4
2021,5,Atletico-GO,10,3,1,1,5,2,3,5
2021,5,Atletico-MG,10,3,1,1,5,3,2,6
2021,5,Flamengo,9,3,0,2,7,5,2,7
2021,5,Fluminense,9,2,3,0,5,3,2,8
2021,5,Bahia,8,2,2,1,8,5,3,9
2021,5,Santos,7,2,1,2,5,5,0,10
2021,5,Corinthians,5,1,2,2,3,4,-1,11
2021,5,Ceara,5,1,2,2,6,8,-2,12
2021,5,Internacional,5,1,2,2,5,9,-4,13
2021,5,Juventude,5,1,2,2,3,8,-5,14
2021,5,Sport,4,1,1,3,3,5,-2,15
2021,5,Cuiaba,4,0,4,1,4,5,-1,16
2021,5,Chapecoense,3,0,3,2,3,8,-5,17
2021,5,Gremio,2,0,2,3,4,7,-3,18
2021,5,Sao Paulo,2,0,2,3,1,6,-5,19
2021,5,America-MG,1,0,1,4,1,6,-5,20
2021,6,Bragantino,14,4,2,0,16,9,7,1
2021,6,Athletico-PR,13,4,1,1,10,5,5,2
2021,6,Flamengo,12,4,0,2,9,5,4,3
2021,6,Fortaleza,11,3,2,1,10,5,5,4
2021,6,Bahia,11,3,2,1,10,6,4,5
2021,6,Palmeiras,10,3,1,2,10,7,3,6
2021,6,Atletico-GO,10,3,1,2,5,3,2,7
2021,6,Atletico-MG,10,3,1,2,6,5,1,8
2021,6,Fluminense,9,2,3,1,5,4,1,9
2021,6,Santos,8,2,2,2,7,7,0,10
2021,6,Corinthians,8,2,2,2,5,5,0,11
2021,6,Ceara,8,2,2,2,8,9,-1,12
2021,6,Internacional,8,2,2,2,7,10,-3,13
2021,6,Juventude,6,1,3,2,4,9,-5,14
2021,6,Sport,4,1,1,4,4,7,-3,15
2021,6,Cuiaba,4,0,4,2,4,7,-3,16
2021,6,Sao Paulo,3,0,3,3,3,8,-5,17
2021,6,Chapecoense,3,0,3,3,4,10,-6,18
2021,6,Gremio,2,0,2,4,4,9,-5,19
2021,6,America-MG,2,0,2,4,2,7,-5,20
2021,7,Bragantino,17,5,2,0,17,9,8,1
2021,7,Athletico-PR,16,5,1,1,14,6,8,2
2021,7,Palmeiras,13,4,1,2,13,9,4,3
2021,7,Flamengo,12,4,0,3,9,6,3,4
2021,7,Fortaleza,12,3,3,1,10,5,5,5
2021,7,Bahia,11,3,2,2,12,9,3,6
2021,7,Santos,11,3,2,2,9,7,2,7
2021,7,Atletico-MG,10,3,1,3,6,7,-1,8
2021,7,Atletico-GO,10,3,1,3,6,7,-1,9
2021,7,Fluminense,10,2,4,1,6,5,1,10
2021,7,Corinthians,9,2,3,2,6,6,0,11
2021,7,Ceara,9,2,3,2,9,10,-1,12
2021,7,Internacional,9,2,3,2,8,11,-3,13
2021,7,Juventude,9,2,3,2,5,9,-4,14
2021,7,Sport,5,1,2,4,4,7,-3,15
2021,7,Cuiaba,4,0,4,3,4,8,-4,16
2021,7,Sao Paulo,4,0,4,3,4,9,-5,17
2021,7,Chapecoense,4,0,4,3,6,12,-6,18
2021,7,America-MG,3,0,3,4,3,8,-5,19
2021,7,Gremio,2,0,2,5,4,10,-6,20
2021,8,Athletico-PR,19,6,1,1,16,7,9,1
2021,8,Bragantino,18,5,3,0,17,9,8,2
2021,8,Palmeiras,16,5,1,2,15,10,5,3
2021,8,Fortaleza,15,4,3,1,13,7,6,4
2021,8,Atletico-MG,13,4,1,3,10,8,2,5
2021,8,Atletico-GO,13,4,1,3,7,7,0,6
2021,8,Flamengo,12,4,0,4,10,8,2,7
2021,8,Santos,12,3,3,2,9,7,2,8
2021,8,Juventude,12,3,3,2,7,9,-2,9
2021,8,Bahia,11,3,2,3,15,13,2,10
2021,8,Corinthians,10,2,4,2,6,6,0,11
2021,8,Ceara,10,2,4,2,9,10,-1,12
2021,8,Fluminense,10,2,4,2,7,9,-2,13
2021,8,Internacional,9,2,3,3,9,13,-4,14
2021,8,Sport,6,1,3,4,4,7,-3,15
2021,8,America-MG,6,1,3,4,7,11,-4,16
2021,8,Cuiaba,5,0,5,3,5,9,-4,17
2021,8,Sao Paulo,5,0,5,3,4,9,-5,18
2021,8,Chapecoense,4,0,4,4,8,15,-7,19
2021,8,Gremio,2,0,2,6,4,12,-8,20
2021,9,Bragantino,21,6,3,0,19,10,9,1
2021,9,Athletico-PR,19,6,1,2,17,9,8,2
2021,9,Palmeiras,19,6,1,2,16,10,6,3
2021,9,Atletico-MG,16,5,1,3,11,8,3,4
2021,9,Flamengo,15,5,0,4,12,9,3,5
2021,9,Fortaleza,15,4,3,2,14,9,5,6
2021,9,Bahia,14,4,2,3,17,13,4,7
2021,9,Atletico-GO,14,4,2,3,8,8,0,8
2021,9,Ceara,13,3,4,2,11,10,1,9
2021,9,Fluminense,13,3,4,2,8,9,-1,10
2021,9,Santos,12,3,3,3,9,9,0,11
2021,9,Juventude,12,3,3,3,7,11,-4,12
2021,9,Corinthians,11,2,5,2,7,7,0,13
2021,9,Internacional,10,2,4,3,10,14,-4,14
2021,9,America-MG,9,2,3,4,9,11,-2,15
2021,9,Sport,6,1,3,5,4,8,-4,16
2021,9,Cuiaba,6,0,6,3,7,11,-4,17
2021,9,Sao Paulo,5,0,5,4,5,11,-6,18
2021,9,Chapecoense,4,0,4,5,8,17,-9,19
2021,9,Gremio,3,0,3,6,4,12,-8,20
2021,10,Palmeiras,22,7,1,2,18,10,8,1
2021,10,Bragantino,22,6,4,0,20,11,9,2
2021,10,Athletico-PR,20,6,2,2,19,11,8,3
2021,10,Atletico-MG,19,6,1,3,13,9,4,4
2021,10,Flamengo,18,6,0,4,17,9,8,5
2021,10,Fortaleza,18,5,3,2,18,9,9,6
2021,10,Bahia,17,5,2,3,18,13,5,7
2021,10,Santos,15,4,3,3,11,10,1,8
2021,10,Atletico-GO,15,4,3,3,9,9,0,9
2021,10,Ceara,14,3,5,2,11,10,1,10
2021,10,Corinthians,14,3,5,2,8,7,1,11
2021,10,Fluminense,14,3,5,2,8,9,-1,12
2021,10,Juventude,12,3,3,4,7,12,-5,13
2021,10,Internacional,10,2,4,4,10,16,-6,14
2021,10,America-MG,9,2,3,5,9,15,-6,15
2021,10,Cuiaba,9,1,6,3,10,13,-3,16
2021,10,Sao Paulo,8,1,5,4,7,11,-4,17
2021,10,Sport,7,1,4,5,5,9,-4,18
2021,10,Gremio,6,1,3,6,5,12,-7,19
2021,10,Chapecoense,4,0,4,6,8,18,-10,20
2021,11,Palmeiras,25,8,1,2,21,12,9,1
2021,11,Bragantino,23,6,5,0,22,13,9,2
2021,11,Atletico-MG,22,7,1,3,14,9,5,3
2021,11,Flamengo,21,7,0,4,22,10,12,4
2021,11,Fortaleza,21,6,3,2,19,9,10,5
2021,11,Athletico-PR,20,6,2,3,19,12,7,6
2021,11,Bahia,17,5,2,4,18,14,4,7
2021,11,Fluminense,17,4,5,2,10,10,0,8
2021,11,Santos,15,4,3,4,13,13,0,9
2021,11,Atletico-GO,15,4,3,4,9,12,-3,10
2021,11,Ceara,15,3,6,2,13,12,1,11
2021,11,Corinthians,14,3,5,3,8,8,0,12
2021,11,Juventude,13,3,4,4,8,13,-5,13
2021,11,Cuiaba,12,2,6,3,12,14,-2,14
2021,11,Sao Paulo,11,2,5,4,8,11,-3,15
2021,11,Internacional,11,2,5,4,10,16,-6,16
2021,11,America-MG,9,2,3,6,9,16,-7,17
2021,11,Sport,7,1,4,6,6,11,-5,18
2021,11,Gremio,7,1,4,6,6,13,-7,19
2021,11,Chapecoense,4,0,4,7,9,20,-11,20
2021,12,Palmeiras,28,9,1,2,24,12,12,1
2021,12,Atletico-MG,25,8,1,3,16,10,6,2
2021,12,Flamengo,24,8,0,4,25,11,14,3
2021,12,Fortaleza,24,7,3,2,20,9,11,4
2021,12,Bragantino,24,6,6,0,24,15,9,5
2021,12,Athletico-PR,23,7,2,3,21,13,8,6
2021,12,Ceara,18,4,6,2,14,12,2,7
2021,12,Bahia,17,5,2,5,18,19,-1,8
2021,12,Fluminense,17,4,5,3,10,11,-1,9
2021,12,Santos,16,4,4,4,15,15,0,10
2021,12,Atletico-GO,15,4,3,5,10,14,-4,11
2021,12,Corinthians,14,3,5,4,9,10,-1,12
2021,12,Internacional,14,3,5,4,11,16,-5,13
2021,12,Juventude,13,3,4,5,8,14,-6,14
2021,12,Cuiaba,12,2,6,4,13,16,-3,15
2021,12,Sao Paulo,11,2,5,5,8,12,-4,16
2021,12,Sport,10,2,4,6,7,11,-4,17
2021,12,America-MG,9,2,3,7,9,17,-8,18
2021,12,Gremio,7,1,4,7,6,14,-8,19
2021,12,Chapecoense,4,0,4,8,11,23,-12,20
2021,13,Palmeiras,31,10,1,2,25,12,13,1
2021,13,Atletico-MG,28,9,1,3,19,10,9,2
2021,13,Fortaleza,27,8,3,2,21,9,12,3
2021,13,Flamengo,24,8,0,5,25,15,10,4
2021,13,Bragantino,24,6,6,1,24,16,8,5
2021,13,Athletico-PR,23,7,2,4,21,15,6,6
2021,13,Ceara,19,4,7,2,14,12,2,7
2021,13,Atletico-GO,18,5,3,5,11,14,-3,8
2021,13,Bahia,17,5,2,6,18,22,-4,9
2021,13,Corinthians,17,4,5,4,11,11,0,10
2021,13,Fluminense,17,4,5,4,10,12,-2,11
2021,13,Santos,16,4,4,5,15,16,-1,12
2021,13,Juventude,16,4,4,5,9,14,-5,13
2021,13,Internacional,14,3,5,5,12,18,-6,14
2021,13,Cuiaba,13,2,7,4,13,16,-3,15
2021,13,Sport,11,2,5,6,7,11,-4,16
2021,13,Sao Paulo,11,2,5,6,9,17,-8,17
2021,13,Gremio,10,2,4,7,8,15,-7,18
2021,13,America-MG,10,2,4,7,10,18,-8,19
2021,13,Chapecoense,4,0,4,9,11,24,-13,20
2021,14,Palmeiras,32,10,2,2,25,12,13,1
2021,14,Atletico-MG,31,10,1,3,21,10,11,2
2021,14,Flamengo,27,9,0,5,27,15,12,3
2021,14,Fortaleza,27,8,3,3,22,12,10,4
2021,14,Bragantino,27,7,6,1,25,16,9,5
2021,14,Athletico-PR,23,7,2,5,22,17,5,6
2021,14,Ceara,22,5,7,2,17,13,4,7
2021,14,Santos,19,5,4,5,16,16,0,8
2021,14,Atletico-GO,19,5,4,5,12,15,-3,9
2021,14,Bahia,17,5,2,7,18,23,-5,10
2021,14,Corinthians,17,4,5,5,12,14,-2,11
2021,14,Fluminense,17,4,5,5,10,13,-3,12
2021,14,Juventude,16,4,4,6,10,16,-6,13
2021,14,Internacional,15,3,6,5,12,18,-6,14
2021,14,Sport,14,3,5,6,8,11,-3,15
2021,14,Cuiaba,14,2,8,4,14,17,-3,16
2021,14,Sao Paulo,12,2,6,6,9,17,-8,17
2021,14,America-MG,11,2,5,7,11,19,-8,18
2021,14,Gremio,10,2,4,8,9,17,-8,19
2021,14,Chapecoense,4,0,4,10,11,25,-14,20
2021,15,Atletico-MG,34,11,1,3,23,11,12,1
2021,15,Palmeiras,32,10,2,3,27,15,12,2
2021,15,Fortaleza,30,9,3,3,25,14,11,3
2021,15,Flamengo,28,9,1,5,28,16,12,4
2021,15,Bragantino,28,7,7,1,25,16,9,5
2021,15,Athletico-PR,23,7,2,6,22,18,4,6
2021,15,Ceara,23,5,8,2,17,13,4,7
2021,15,Santos,20,5,5,5,16,16,0,8
2021,15,Atletico-GO,20,5,5,5,12,15,-3,9
2021,15,Juventude,19,5,4,6,12,17,-5,10
2021,15,Bahia,18,5,3,7,19,24,-5,11
2021,15,Internacional,18,4,6,5,16,18,-2,12
2021,15,Corinthians,18,4,6,5,12,14,-2,13
2021,15,Fluminense,17,4,5,6,12,17,-5,14
2021,15,Cuiaba,17,3,8,4,15,17,-2,15
2021,15,Sport,15,3,6,6,8,11,-3,16
2021,15,Sao Paulo,15,3,6,6,11,18,-7,17
2021,15,America-MG,14,3,5,7,12,19,-7,18
2021,15,Gremio,13,3,4,8,10,17,-7,19
2021,15,Chapecoense,4,0,4,11,12,27,-15,20
2021,16,Atletico-MG,37,12,1,3,25,11,14,1
2021,16,Palmeiras,32,10,2,4,27,17,10,2
2021,16,Flamengo,31,10,1,5,32,16,16,3
2021,16,Fortaleza,31,9,4,3,26,15,11,4
2021,16,Bragantino,28,7,7,2,26,18,8,5
2021,16,Athletico-PR,23,7,2,7,22,19,3,6
2021,16,Atletico-GO,23,6,5,5,14,16,-2,7
2021,16,Ceara,23,5,8,3,18,16,2,8
2021,16,Internacional,21,5,6,5,20,20,0,9
2021,16,Santos,21,5,6,5,17,17,0,10
2021,16,Corinthians,21,5,6,5,15,15,0,11
2021,16,Juventude,20,5,5,6,13,18,-5,12
2021,16,Bahia,18,5,3,8,20,26,-6,13
2021,16,Fluminense,18,4,6,6,13,18,-5,14
2021,16,Sao Paulo,18,4,6,6,13,19,-6,15
2021,16,Cuiaba,17,3,8,5,15,18,-3,16
2021,16,Gremio,16,4,4,8,12,17,-5,17
2021,16,Sport,15,3,6,7,8,13,-5,18
2021,16,America-MG,15,3,6,7,13,20,-7,19
2021,16,Chapecoense,5,0,5,11,13,28,-15,20
2021,17,Atletico-MG,38,12,2,3,26,12,14,1
2021,17,Flamengo,34,11,1,5,35,17,18,2
2021,17,Palmeiras,32,10,2,5,27,19,8,3
2021,17,Fortaleza,32,9,5,3,27,16,11,4
2021,17,Bragantino,31,8,7,2,28,18,10,5
2021,17,Corinthians,24,6,6,5,16,15,1,6
2021,17,Atletico-GO,24,6,6,5,15,17,-2,7
2021,17,Ceara,24,5,9,3,19,17,2,8
2021,17,Athletico-PR,23,7,2,8,23,21,2,9
2021,17,Internacional,22,5,7,5,22,22,0,10
2021,17,Santos,22,5,7,5,19,19,0,11
2021,17,Fluminense,21,5,6,6,15,18,-3,12
2021,17,Juventude,21,5,6,6,14,19,-5,13
2021,17,Sao Paulo,21,5,6,6,14,19,-5,14
2021,17,Cuiaba,20,4,8,5,17,18,-1,15
2021,17,Bahia,18,5,3,9,20,28,-8,16
2021,17,Gremio,16,4,4,9,12,18,-6,17
2021,17,Sport,15,3,6,8,8,14,-6,18
2021,17,America-MG,15,3,6,8,13,22,-9,19
2021,17,Chapecoense,6,0,6,11,14,29,-15,20
2021,18,Atletico-MG,39,12,3,3,27,13,14,1
2021,18,Palmeiras,35,11,2,5,29,20,9,2
2021,18,Flamengo,34,11,1,6,35,18,17,3
2021,18,Fortaleza,33,9,6,3,27,16,11,4
2021,18,Bragantino,32,8,8,2,29,19,10,5
2021,18,Corinthians,27,7,6,5,17,15,2,6
2021,18,Atletico-GO,25,6,7,5,15,17,-2,7
2021,18,Athletico-PR,24,7,3,8,23,21,2,8
2021,18,Ceara,24,5,9,4,19,19,0,9
2021,18,Internacional,23,5,8,5,22,22,0,10
2021,18,Fluminense,22,5,7,6,16,19,-3,11
2021,18,Santos,22,5,7,6,19,23,-4,12
2021,18,Juventude,22,5,7,6,15,20,-5,13
2021,18,Sao Paulo,22,5,7,6,15,20,-5,14
2021,18,Cuiaba,21,4,9,5,17,18,-1,15
2021,18,Gremio,19,5,4,9,14,18,-4,16
2021,18,Bahia,18,5,3,10,20,30,-10,17
2021,18,America-MG,18,4,6,8,15,22,-7,18
2021,18,Sport,16,3,7,8,8,14,-6,19
2021,18,Chapecoense,7,0,7,11,14,29,-15,20
2021,19,Atletico-MG,42,13,3,3,29,13,16,1
2021,19,Flamengo,35,11,2,6,36,19,17,2
2021,19,Palmeiras,35,11,2,6,30,23,7,3
2021,19,Fortaleza,33,9,6,4,29,20,9,4
2021,19,Bragantino,32,8,8,3,30,21,9,5
2021,19,Corinthians,28,7,7,5,18,16,2,6
2021,19,Internacional,26,6,8,5,23,22,1,7
2021,19,Atletico-GO,26,6,8,5,16,18,-2,8
2021,19,Fluminense,25,6,7,6,18,20,-2,9
2021,19,Athletico-PR,24,7,3,9,23,23,0,10
2021,19,Cuiaba,24,5,9,5,19,19,0,11
2021,19,Ceara,24,5,9,5,19,21,-2,12
2021,19,Juventude,23,5,8,6,16,21,-5,13
2021,19,Gremio,22,6,4,9,15,18,-3,14
2021,19,Santos,22,5,7,7,20,25,-5,15
2021,19,Sao Paulo,22,5,7,7,16,22,-6,16
2021,19,Bahia,21,6,3,10,24,32,-8,17
2021,19,America-MG,21,5,6,8,17,22,-5,18
2021,19,Sport,17,3,8,8,8,14,-6,19
2021,19,Chapecoense,7,0,7,12,15,31,-16,20
2021,20,Atletico-MG,45,14,3,3,32,13,19,1
2021,20,Flamengo,38,12,2,6,39,19,20,2
2021,20,Palmeiras,38,12,2,6,32,23,9,3
2021,20,Fortaleza,33,9,6,5,29,22,7,4
2021,20,Bragantino,33,8,9,3,31,22,9,5
2021,20,Internacional,29,7,8,5,24,22,2,6
2021,20,Corinthians,29,7,8,5,19,17,2,7
2021,20,Fluminense,28,7,7,6,20,21,-1,8
2021,20,Athletico-PR,27,8,3,9,25,24,1,9
2021,20,Cuiaba,27,6,9,5,21,20,1,10
2021,20,Atletico-GO,26,6,8,6,17,20,-3,11
2021,20,Sao Paulo,25,6,7,7,18,23,-5,12
2021,20,Ceara,25,5,10,5,19,21,-2,13
2021,20,Santos,23,5,8,7,20,25,-5,14
2021,20,Juventude,23,5,8,7,17,23,-6,15
2021,20,Gremio,22,6,4,10,17,22,-5,16
2021,20,Bahia,22,6,4,10,24,32,-8,17
2021,20,America-MG,22,5,7,8,18,23,-5,18
2021,20,Sport,17,3,8,9,8,15,-7,19
2021,20,Chapecoense,10,1,7,12,17,32,-15,20
2021,21,Atletico-MG,46,14,4,3,32,13,19,1
2021,21,Flamengo,39,12,3,6,40,20,20,2
2021,21,Palmeiras,38,12,2,7,33,25,8,3
2021,21,Fortaleza,33,9,6,6,29,23,6,4
2021,21,Bragantino,33,8,9,4,32,24,8,5
2021,21,Internacional,32,8,8,5,26,22,4,6
2021,21,Athletico-PR,30,9,3,9,29,26,3,7
2021,21,Corinthians,30,7,9,5,20,18,2,8
2021,21,Fluminense,29,7,8,6,22,23,-1,9
2021,21,Cuiaba,28,6,10,5,23,22,1,10
2021,21,Ceara,28,6,10,5,20,21,-1,11
2021,21,Atletico-GO,27,6,9,6,17,20,-3,12
2021,21,Sao Paulo,26,6,8,7,18,23,-5,13
2021,21,Santos,24,5,9,7,20,25,-5,14
2021,21,Bahia,23,6,5,10,25,33,-8,15
2021,21,America-MG,23,5,8,8,18,23,-5,16
2021,21,Juventude,23,5,8,8,18,25,-7,17
2021,21,Gremio,22,6,4,11,18,24,-6,18
2021,21,Sport,17,3,8,10,8,18,-10,19
2021,21,Chapecoense,10,1,7,13,17,34,-17,20
2021,22,Atletico-MG,49,15,4,3,33,13,20,1
2021,22,Flamengo,42,13,3,6,43,20,23,2
2021,22,Palmeiras,39,12,3,7,34,26,8,3
2021,22,Fortaleza,36,10,6,6,30,23,7,4
2021,22,Bragantino,34,8,10,4,34,26,8,5
2021,22,Corinthians,33,8,9,5,22,19,3,6
2021,22,Internacional,32,8,8,6,26,23,3,7
2021,22,Fluminense,32,8,8,6,24,24,0,8
2021,22,Athletico-PR,30,9,3,10,29,29,0,9
2021,22,Atletico-GO,30,7,9,6,20,20,0,10
2021,22,Cuiaba,29,6,11,5,23,22,1,11
2021,22,Ceara,29,6,11,5,20,21,-1,12
2021,22,Sao Paulo,27,6,9,7,18,23,-5,13
2021,22,Juventude,26,6,8,8,21,25,-4,14
2021,22,America-MG,24,5,9,8,19,24,-5,15
2021,22,Santos,24,5,9,8,20,28,-8,16
2021,22,Gremio,23,6,5,11,20,26,-6,17
2021,22,Bahia,23,6,5,11,25,35,-10,18
2021,22,Sport,17,3,8,11,8,19,-11,19
2021,22,Chapecoense,10,1,7,14,17,35,-18,20
2021,23,Atletico-MG,50,15,5,3,35,15,20,1
2021,23,Flamengo,45,14,3,6,46,21,25,2
2021,23,Palmeiras,39,12,3,8,35,28,7,3
2021,23,Fortaleza,36,10,6,7,30,26,4,4
2021,23,Bragantino,35,8,11,4,35,27,8,5
2021,23,Corinthians,34,8,10,5,24,21,3,6
2021,23,Athletico-PR,33,10,3,10,31,29,2,7
2021,23,Internacional,33,8,9,6,26,23,3,8
2021,23,Fluminense,32,8,8,7,24,26,-2,9
2021,23,Atletico-GO,30,7,9,7,20,22,-2,10
2021,23,Cuiaba,29,6,11,6,23,24,-1,11
2021,23,Ceara,29,6,11,6,21,24,-3,12
2021,23,Sao Paulo,28,6,10,7,19,24,-5,13
2021,23,America-MG,27,6,9,8,21,24,-3,14
2021,23,Juventude,27,6,9,8,22,26,-4,15
2021,23,Santos,25,5,10,8,21,29,-8,16
2021,23,Gremio,23,6,5,12,20,27,-7,17
2021,23,Bahia,23,6,5,12,26,38,-12,18
2021,23,Sport,20,4,8,11,10,20,-10,19
2021,23,Chapecoense,11,1,8,14,18,36,-18,20
2021,24,Atletico-MG,53,16,5,3,38,16,22,1
2021,24,Flamengo,46,14,4,6,46,21,25,2
2021,24,Palmeiras,39,12,3,9,37,32,5,3
2021,24,Fortaleza,39,11,6,7,32,26,6,4
2021,24,Bragantino,38,9,11,4,39,29,10,5
2021,24,Corinthians,37,9,10,5,27,22,5,6
2021,24,Internacional,36,9,9,6,31,25,6,7
2021,24,Athletico-PR,33,10,3,11,31,31,0,8
2021,24,Fluminense,33,8,9,7,24,26,-2,9
2021,24,Atletico-GO,31,7,10,7,20,22,-2,10
2021,24,America-MG,30,7,9,8,23,25,-2,11
2021,24,Cuiaba,30,6,12,6,25,26,-1,12
2021,24,Ceara,30,6,12,6,22,25,-3,13
2021,24,Sao Paulo,29,6,11,7,20,25,-5,14
2021,24,Santos,28,6,10,8,22,29,-7,15
2021,24,Juventude,27,6,9,9,23,29,-6,16
2021,24,Bahia,26,7,5,12,28,38,-10,17
2021,24,Gremio,23,6,5,13,20,28,-8,18
2021,24,Sport,23,5,8,11,13,21,-8,19
2021,24,Chapecoense,12,1,9,14,20,38,-18,20
2021,25,Atletico-MG,56,17,5,3,41,17,24,1
2021,25,Flamengo,46,14,4,7,47,24,23,2
2021,25,Bragantino,41,10,11,4,40,29,11,3
2021,25,Palmeiras,40,12,4,9,37,32,5,4
2021,25,Fortaleza,39,11,6,8,32,29,3,5
2021,25,Internacional,39,10,9,6,34,26,8,6
2021,25,Corinthians,37,9,10,6,27,23,4,7
2021,25,Athletico-PR,34,10,4,11,32,32,0,8
2021,25,Fluminense,33,8,9,8,24,27,-3,9
2021,25,America-MG,31,7,10,8,24,26,-2,10
2021,25,Atletico-GO,31,7,10,8,20,23,-3,11
2021,25,Cuiaba,31,6,13,6,25,26,-1,12
2021,25,Ceara,31,6,13,6,24,27,-3,13
2021,25,Sao Paulo,30,6,12,7,20,25,-5,14
2021,25,Juventude,28,6,10,9,24,30,-6,15
2021,25,Santos,28,6,10,9,23,32,-9,16
2021,25,Bahia,27,7,6,12,28,38,-10,17
2021,25,Gremio,26,7,5,13,23,30,-7,18
2021,25,Sport,26,6,8,11,14,21,-7,19
2021,25,Chapecoense,12,1,9,15,22,43,-21,20
2021,26,Atletico-MG,56,17,5,4,42,19,23,1
2021,26,Flamengo,49,15,4,7,48,24,24,2
2021,26,Palmeiras,43,13,4,9,38,32,6,3
2021,26,Fortaleza,42,12,6,8,33,29,4,4
2021,26,Bragantino,42,10,12,4,42,31,11,5
2021,26,Corinthians,40,10,10,6,28,23,5,6
2021,26,Internacional,39,10,9,7,34,27,7,7
2021,26,Fluminense,36,9,9,8,25,27,-2,8
2021,26,Athletico-PR,34,10,4,12,32,33,-1,9
2021,26,Atletico-GO,34,8,10,8,22,24,-2,10
2021,26,Cuiaba,34,7,13,6,26,26,0,11
2021,26,America-MG,31,7,10,9,25,29,-4,12
2021,26,Ceara,31,6,13,7,25,29,-4,13
2021,26,Sao Paulo,31,6,13,7,21,26,-5,14
2021,26,Santos,29,6,11,9,23,32,-9,15
2021,26,Bahia,28,7,7,12,28,38,-10,16
2021,26,Juventude,28,6,10,10,25,33,-8,17
2021,26,Gremio,26,7,5,14,23,32,-9,18
2021,26,Sport,26,6,8,12,14,22,-8,19
2021,26,Chapecoense,13,1,10,15,23,44,-21,20
2021,27,Atletico-MG,59,18,5,4,44,20,24,1
2021,27,Flamengo,50,15,5,7,50,26,24,2
2021,27,Palmeiras,46,14,4,9,40,33,7,3
2021,27,Fortaleza,45,13,6,8,35,30,5,4
2021,27,Bragantino,43,10,13,4,43,32,11,5
2021,27,Internacional,40,10,10,7,35,28,7,6
2021,27,Corinthians,40,10,10,7,28,24,4,7
2021,27,Fluminense,39,10,9,8,28,28,0,8
2021,27,Atletico-GO,37,9,10,8,24,24,0,9
2021,27,Cuiaba,35,7,14,6,26,26,0,10
2021,27,Athletico-PR,34,10,4,13,32,36,-4,11
2021,27,Sao Paulo,34,7,13,7,22,26,-4,12
2021,27,America-MG,32,7,11,9,25,29,-4,13
2021,27,Ceara,32,6,14,7,25,29,-4,14
2021,27,Bahia,31,8,7,12,31,38,-7,15
2021,27,Santos,29,6,11,10,23,34,-11,16
2021,27,Juventude,28,6,10,11,27,36,-9,17
2021,27,Sport,27,6,9,12,14,22,-8,18
2021,27,Gremio,26,7,5,15,24,35,-11,19
2021,27,Chapecoense,13,1,10,16,24,46,-22,20
2021,28,Atletico-MG,59,18,5,5,44,21,23,1
2021,28,Flamengo,53,16,5,7,52,26,26,2
2021,28,Palmeiras,49,15,4,9,42,34,8,3
2021,28,Fortaleza,48,14,6,8,38,30,8,4
2021,28,Bragantino,46,11,13,4,44,32,12,5
2021,28,Internacional,41,10,11,7,37,30,7,6
2021,28,Corinthians,41,10,11,7,30,26,4,7
2021,28,Fluminense,39,10,9,9,28,30,-2,8
2021,28,Atletico-GO,37,9,10,9,24,26,-2,9
2021,28,America-MG,35,8,11,9,27,29,-2,10
2021,28,Cuiaba,35,7,14,7,27,28,-1,11
2021,28,Athletico-PR,34,10,4,14,32,37,-5,12
2021,28,Sao Paulo,34,7,13,8,22,27,-5,13
2021,28,Ceara,33,6,15,7,26,30,-4,14
2021,28,Bahia,32,8,8,12,32,39,-7,15
2021,28,Santos,32,7,11,10,25,34,-9,16
2021,28,Juventude,29,6,11,11,27,36,-9,17
2021,28,Sport,27,6,9,13,15,24,-9,18
2021,28,Gremio,26,7,5,16,25,37,-12,19
2021,28,Chapecoense,13,1,10,17,24,49,-25,20
2021,29,Atletico-MG,62,19,5,5,46,22,24,1
2021,29,Flamengo,54,16,6,7,54,28,26,2
2021,29,Palmeiras,52,16,4,9,45,35,10,3
2021,29,Bragantino,49,12,13,4,47,32,15,4
2021,29,Fortaleza,48,14,6,9,39,32,7,5
2021,29,Corinthians,44,11,11,7,31,26,5,6
2021,29,Internacional,41,10,11,8,37,31,6,7
2021,29,Fluminense,39,10,9,10,28,31,-3,8
2021,29,America-MG,38,9,11,9,29,30,-1,9
2021,29,Cuiaba,38,8,14,7,28,28,0,10
2021,29,Atletico-GO,37,9,10,10,24,28,-4,11
2021,29,Sao Paulo,37,8,13,8,23,27,-4,12
2021,29,Ceara,36,7,15,7,27,30,-3,13
2021,29,Athletico-PR,35,10,5,14,34,39,-5,14
2021,29,Santos,35,8,11,10,26,34,-8,15
2021,29,Bahia,33,8,9,12,32,39,-7,16
2021,29,Juventude,30,6,12,11,27,36,-9,17
